Word	freqlivres	nblettres
barbouillais	0,14	12
barbouillait	0,74	12
barbouillant	0,41	12
barbouille	0,81	10
barbouille	0,81	10
barbouillent	0,2	12
barbouiller	1,15	11
barbouilles	0,14	11
barbouilleur	0,81	12
barbouilleurs	0,41	13
barbouillis	0,07	11
barbouillèrent	0,14	14
barbouillé	2,57	10
barbouillé	1,15	10
barbouillée	1,01	11
barbouillée	0,07	11
barbouillées	0,34	12
barbouillées	0,2	12
barbouillés	0,81	11
barbouillés	0,14	11
barbouze	0,34	8
barbouze	0,34	8
barbouzes	0,34	9
barbu	5,41	5
barbu	2,77	5
barbue	0,74	6
barbue	0	6
barbues	0,14	7
barbues	0,07	7
barbules	0	8
barbus	2,03	6
barbus	0,88	6
barbé	0,07	5
barbés	0,07	6
barca	0,2	5
barcarolle	0,14	10
barcasse	0,41	8
barcasses	0,27	9
barda	1,55	5
bardage	0	7
bardaient	0,14	9
bardait	0,41	7
bardane	0,2	7
bardanes	0,14	8
bardas	0,61	6
barde	0,41	5
barde	0,2	5
bardeau	0,14	7
bardeaux	0,27	8
barder	0,47	6
bardera	0,07	7
barderait	0,07	9
bardes	0,27	6
bardeurs	0,07	8
bardiques	0,07	9
bardo	0,2	5
bardolino	0	9
bardot	0,07	6
bardots	0,14	7
bardé	2,3	5
bardée	1,22	6
bardées	0,54	7
bardés	1,15	6
baret	0,07	5
barge	0,07	5
barge	0,41	5
barges	0,07	6
barges	0,34	6
barguigna	0,07	9
barguigner	0,2	10
barguigné	0,07	9
baril	2,03	5
barillet	1,96	8
barillets	0,07	9
barils	1,01	6
barine	0	6
bariolage	0,41	9
bariolages	0,2	10
bariolaient	0,07	11
bariolant	0,14	9
bariole	0,07	7
bariolures	0,07	10
bariolé	0,88	7
bariolé	1,35	7
bariolée	0,61	8
bariolée	1,76	8
bariolées	0,47	9
bariolées	0,88	9
bariolés	0,41	8
bariolés	1,49	8
barje	0,2	5
barjes	0,07	6
barjo	0,14	5
barjo	0,14	5
barjos	0	6
barjos	0	6
barjot	0,34	6
barjot	0,2	6
barjots	0,14	7
barjots	0	7
barmaid	1,76	7
barmaids	0,07	8
barman	10,14	6
barmans	0	7
barmen	0,88	6
barnum	0,2	6
barolo	0	6
baromètre	2,3	9
baromètres	0,61	10
barométrique	0,14	12
baron	17,64	5
baronet	0,07	7
baronnait	0,07	9
baronne	7,03	7
baronner	0,07	8
baronnes	0,07	8
baronnet	0,07	8
baronnets	0,27	9
baronnez	0,07	8
baronnie	0,07	8
baronnies	0,07	9
barons	3,51	6
baroque	2,91	7
baroque	1,08	7
baroques	1,96	8
baroques	0	8
barotraumatisme	0	15
baroud	1,35	6
baroudeur	0,34	9
baroudeurs	0,14	10
baroudeuse	0,2	10
baroudé	0	7
barouf	0,68	6
barque	29,93	6
barques	11,35	7
barquette	0,14	9
barquettes	0,41	10
barra	1,01	5
barracuda	0,34	9
barracudas	0	10
barrage	10,68	7
barrages	8,99	8
barrai	0,14	6
barraient	1,35	9
barrais	0,27	7
barrait	4,39	7
barrant	2,23	7
barre	23,18	5
barre	5,81	5
barreau	3,99	7
barreaudées	0,07	11
barreaux	15,54	8
barrent	0,95	7
barrer	4,8	6
barrera	0,41	7
barrerai	0,07	8
barrerais	0,07	9
barreront	0,14	9
barres	6,22	6
barres	0,14	6
barrette	1,42	8
barrettes	1,08	9
barreur	0	7
barreurs	0	8
barreuse	0	8
barrez	0,68	6
barri	0,07	5
barricada	0,07	9
barricadai	0,14	10
barricadaient	0,2	13
barricadait	0,54	11
barricade	3,11	9
barricade	0,34	9
barricadent	0,41	11
barricader	0,95	10
barricaderait	0,14	13
barricades	4,46	10
barricades	0	10
barricadez	0,07	10
barricadier	0,07	11
barricadières	0,07	13
barricadons	0	11
barricadèrent	0,07	13
barricadé	1,08	9
barricadée	0,34	10
barricadées	0,47	11
barricadés	0,61	10
barrique	0,81	8
barriques	0,74	9
barris	0	6
barrissait	0,2	10
barrissant	0,07	10
barrissement	0,54	12
barrissements	0,34	13
barrissent	0,07	10
barriste	0,07	8
barrit	0,14	6
barrière	17,36	8
barrières	5,54	9
barrons	0,2	7
barrèrent	0,14	9
barré	4,8	5
barré	1,35	5
barrée	3,18	6
barrée	0,41	6
barrées	0,61	7
barrées	0,07	7
barrés	1,01	6
barrés	0,81	6
barrésien	0,07	9
bars	8,78	4
bartavelle	0	10
bartavelles	1,08	11
barye	0	5
baryon	0	6
baryte	0,07	6
baryton	2,5	7
barytonnant	0,07	11
barytonner	0,07	10
barytons	0,2	8
baryté	0	6
baryum	0,14	6
barzoï	0,07	6
barème	0,34	6
barèmes	0,2	7
bas	99,8	3
bas	30,34	3
bas	119,86	3
bas-bleu	0,34	8
bas-bleus	0,14	9
bas-côté	3,58	8
bas-côtés	1,76	9
bas-empire	0,07	10
bas-flanc	0,14	9
bas-fond	1,62	8
bas-fonds	2,09	9
bas-relief	0,34	10
bas-reliefs	0,88	11
bas-ventre	2,3	10
basa	0	4
basaient	0,07	8
basait	0,14	6
basal	0	5
basalte	0,95	7
basaltes	0,07	8
basaltique	0,34	10
basane	0,88	6
basanes	0,07	7
basant	0	6
basané	0,34	6
basané	1,69	6
basanée	0,47	7
basanées	0	8
basanées	0,14	8
basanés	0	7
basanés	0,2	7
bascula	3,78	7
basculai	0,27	8
basculaient	0,74	11
basculais	0,14	9
basculait	2,5	9
basculant	0,54	9
basculant	2,23	9
basculante	0,27	10
basculants	0,14	10
bascule	5,95	7
bascule	4,39	7
basculement	0,14	11
basculent	0,74	9
basculer	10,95	8
basculera	0,2	9
basculerai	0,07	10
basculerais	0	11
basculerait	0,14	11
basculeront	0,07	11
bascules	0	8
bascules	0,07	8
basculez	0	8
basculions	0,07	10
basculâmes	0,07	10
basculât	0,07	8
basculèrent	0,34	11
basculé	3,72	7
basculée	0,54	8
basculées	0,07	9
basculés	0,2	8
base	31,96	4
base	0,27	4
base-ball	1,28	9
baseball	0	8
basent	0	6
baser	0,07	5
basera	0	6
baseront	0	8
bases	12,5	5
bases	0	5
basez	0,07	5
basic	0	5
basilaire	0	9
basileus	0	8
basilic	1,01	7
basilicum	0,07	9
basilique	0,88	9
basilique	3,92	9
basiliques	0,07	10
basiliques	0,27	10
basin	0,07	5
basique	0	7
basiques	0	8
basket	0,88	6
basket-ball	0,34	11
baskets	2,57	7
basketteur	0,07	10
basketteurs	0,07	11
basketteuse	0	11
basketteuses	0,07	12
basmati	0	7
basoche	0,07	7
basons	0,07	6
basquaise	0,14	9
basque	3,24	6
basque	0,47	6
basques	0,34	7
basques	2,16	7
bassa	0,07	5
bassas	0,07	6
basse	71,28	5
basse	3,38	5
basse-cour	3,65	10
basse-fosse	0,14	11
basse-taille	0,14	12
bassement	0,54	9
basses	16,01	6
basses	1,15	6
basses-cours	0,2	12
basses-fosses	0,07	13
bassesse	2,5	8
bassesses	1,15	9
basset	1,28	6
bassets	0,2	7
bassette	0,07	8
bassin	21,22	6
bassinaient	0,07	11
bassinais	0,07	9
bassinait	0,07	9
bassinant	0,07	9
bassine	6,55	7
bassine	0,41	7
bassiner	0,54	8
bassines	2,43	8
bassines	0,07	8
bassinet	0,34	8
bassinez	0	8
bassinoire	0,41	10
bassinoires	0,07	11
bassins	3,99	7
bassiné	0,14	7
bassiste	0,74	8
bassistes	0,07	9
basson	0,07	6
basta	1,49	5
basta	0,14	5
baste	0,14	5
baste	0,14	5
baster	0	6
bastide	0,27	7
bastides	0,14	8
bastille	4,12	8
bastilles	0,2	9
bastingage	1,82	10
bastingages	0,2	11
bastion	1,89	7
bastionnée	0,07	10
bastions	0,81	8
baston	0,81	6
bastonnade	0,41	10
bastonnades	0,07	11
bastonne	0,14	8
bastonnent	0	10
bastonner	0,2	9
bastonneurs	0	11
bastonné	0,27	8
bastonnée	0,07	9
bastonnés	0	9
bastons	0,07	7
bastons	0,07	7
bastos	1,62	6
bastringue	1,01	10
bastringues	0,07	11
basé	0,41	4
basé	0,07	4
basée	0,74	5
basée	0	5
basées	0,27	6
basées	0,14	6
basés	0,61	5
basés	0	5
bat	17,97	3
bat-flanc	2,84	9
bat-l'eau	0,07	9
bataclan	1,08	8
batailla	0,07	8
bataillait	0,27	10
bataillant	0,27	10
bataille	64,19	8
bataille	0,14	8
bataillent	0,14	10
batailler	0,61	9
batailles	13,58	9
batailleur	0,61	10
batailleur	0	10
batailleurs	0,47	11
batailleuse	0,2	11
batailleuses	0,07	12
bataillon	20,07	9
bataillonnaire	0,07	14
bataillonnaires	0,07	15
bataillons	0,07	10
bataillons	9,46	10
bataillèrent	0,07	12
bataillé	0,07	8
bataillés	0,07	9
batak	0	5
batardeau	0	9
batave	0,14	6
bataves	0,14	7
bateau	61,22	6
bateau-citerne	0	14
bateau-lavoir	0,14	13
bateau-mouche	0,34	13
bateau-pilote	0	13
bateau-pompe	0,07	12
bateaux	21,15	7
bateaux-lavoirs	0,07	15
bateaux-mouches	0,41	15
batelets	0,2	8
bateleur	0,61	8
bateleurs	0,47	9
batelier	0,61	8
bateliers	1,28	9
batellerie	0,2	10
bath	4,73	4
bathyale	0	8
bathymètre	0	10
bathymétrique	0	13
bathyscaphe	0	11
bathysphère	0	11
batifola	0,07	8
batifolage	0,07	10
batifolages	0,07	11
batifolaient	0,14	12
batifolais	0	10
batifolait	0,14	10
batifolant	0,2	10
batifole	0,07	8
batifolent	0	10
batifoler	0,2	9
batifoles	0	9
batifoleurs	0,14	11
batifolez	0	9
batifolé	0,07	8
batik	0,14	5
batiste	0,88	7
batracien	0,27	9
batracienne	0,07	11
batraciens	0,27	10
bats	2,77	4
battage	0,27	7
battages	0,07	8
battaient	11,15	9
battais	1,62	7
battait	28,38	7
battant	9,26	7
battant	7,36	7
battant	8,31	7
battante	2,16	8
battante	0,07	8
battantes	1,28	9
battants	0,14	8
battants	3,99	8
batte	0,27	5
batte	1,28	5
battement	10,81	9
battements	8,45	10
battent	7,91	7
batterie	9,73	8
batteries	5,81	9
battes	0,14	6
battes	0,14	6
batteur	1,82	7
batteurs	0,61	8
batteuse	1,42	8
batteuses	0,14	9
battez	0,68	6
battiez	0,27	7
battions	0,54	8
battirent	1,22	9
battis	0,41	6
battit	6,42	6
battle-dress	0,14	12
battoir	1,35	7
battoires	0,07	9
battoirs	1,08	8
battons	1,55	7
battra	0,81	6
battrai	0,47	7
battraient	0,68	10
battrais	0,07	8
battrait	1,55	8
battras	0,27	7
battre	57,36	6
battrez	0,14	7
battriez	0	8
battrions	0	9
battrons	0,47	8
battront	0	8
battu	17,36	5
battu	3,45	5
battu	0,34	5
battue	4,93	6
battue	5,34	6
battue	2,36	6
battues	0,95	7
battues	0,68	7
battues	1,42	7
battus	6,49	6
battus	2,36	6
battus	0,2	6
battîmes	0,07	8
battît	0,14	6
batée	0,07	5
bau	0,07	3
baud	0	4
baudelairien	0,07	12
baudelairiennes	0,07	15
baudelairiens	0,14	13
baudet	0,41	6
baudets	0,14	7
baudrier	2,5	8
baudriers	0,95	9
baudroie	0	8
baudroies	0,07	9
baudruche	0,81	9
baudruches	0,07	10
bauge	1,22	5
bauges	0,14	6
baugé	0,07	5
baume	2,91	5
baumes	0,74	6
baumier	0	7
baumiers	0,07	8
baux	0,34	4
bauxite	0,41	7
bava	0,2	4
bavaient	0,41	8
bavais	0,54	6
bavait	1,62	6
bavant	1,35	6
bavard	4,86	6
bavard	2,57	6
bavarda	0,47	7
bavardage	5,34	9
bavardages	4,39	10
bavardai	0,07	8
bavardaient	2,23	11
bavardais	0,2	9
bavardait	2,16	9
bavardant	2,64	9
bavarde	4,73	7
bavarde	0,88	7
bavarde	1,96	7
bavardent	0,88	9
bavarder	8,99	8
bavardera	0,14	9
bavarderai	0,14	10
bavarderait	0,07	11
bavarderas	0	10
bavarderons	0,07	11
bavardes	0,61	8
bavardes	0,27	8
bavardes	0,2	8
bavardez	0,07	8
bavardiez	0,07	9
bavardions	0,74	10
bavardons	0,47	9
bavards	2,09	7
bavards	1,28	7
bavardèrent	0,47	11
bavardé	2,16	7
bavarois	0,95	8
bavarois	0,68	8
bavaroise	0,27	9
bavaroise	0,2	9
bavaroises	0,61	10
bavaroises	0,14	10
bavassaient	0,07	11
bavassait	0,14	9
bavassant	0,07	9
bavasse	0,07	7
bavassent	0,14	9
bavasser	0,41	8
bavasses	0,07	8
bavasseur	0	9
bavassiez	0	9
bavassé	0	7
bave	3,78	4
bave	1,76	4
bavent	0,61	6
baver	4,12	5
baverais	0,07	8
baveras	0	7
baverez	0,07	7
baveront	0,07	8
baves	0,2	5
baves	0	5
bavette	0,88	7
bavettes	0,07	8
baveur	0,14	6
baveur	0,07	6
baveurs	0,07	7
baveuse	0,2	7
baveuse	0,95	7
baveuses	0,34	8
baveux	2,77	6
baveux	1,08	6
bavez	0,14	5
bavocher	0,07	8
bavoir	0,41	6
bavoirs	0,2	7
bavons	0	6
bavotait	0,07	8
bavotant	0,07	8
bavure	1,69	6
bavures	2,43	7
bavé	1,42	4
bayadère	0,07	8
bayadère	0,14	8
bayadères	0,07	9
bayadères	0,14	9
bayaient	0,07	8
bayant	0,07	6
bayard	0,07	6
baye	0,07	4
bayer	0,2	5
bayons	0	6
bayou	0	5
bayous	0,14	6
bayé	0,14	4
bazar	6,42	5
bazard	0	6
bazardait	0,14	9
bazardant	0,07	9
bazarde	0,27	7
bazarder	0,61	8
bazarderez	0,07	10
bazardes	0	8
bazardeur	0,07	9
bazardé	0,2	7
bazardée	0	8
bazardées	0,07	9
bazars	1,01	6
bazooka	0,81	7
bazookas	0,07	8
baïonnette	4,8	10
baïonnettes	2,77	11
bcbg	0,14	4
be-bop	0,34	6
beagle	0	6
beagles	0	7
beat	0,2	4
beat generation	0,14	15
beatnik	0	7
beatnik	0	7
beatniks	0	8
beatniks	0,07	8
beau	270,07	4
beau	14,46	4
beau	12,64	4
beau-fils	1,01	9
beau-frère	8,65	10
beau-papa	0,14	9
beau-parent	0	11
beau-père	7,09	9
beauceron	0,47	9
beauceronne	0,47	11
beauceronnes	0,07	12
beaucerons	0,34	10
beaucoup	461,42	8
beauf	0,34	5
beaufs	0,07	6
beaujolais	1,49	10
beaujolpif	0,41	10
beaupré	0,07	7
beauté	87,64	6
beautés	5	7
beauvais	0,07	8
beaux	63,78	5
beaux-arts	3,38	10
beaux-enfants	0	13
beaux-fils	0	10
beaux-frères	1,01	12
beaux-parents	1,22	13
bec	23,31	3
bec-de-cane	1,42	11
bec-de-lièvre	0,61	13
because	1,01	7
becfigue	0	8
becfigues	0,07	9
becquant	0,54	8
becquer	0	7
becquet	0	7
becquetaient	0,2	12
becquetait	0,14	10
becquetance	0,07	11
becquetant	0,07	10
becqueter	1,08	9
becquets	0,07	8
becquette	0,07	9
becqueté	0,2	8
becquetés	0,14	9
becqué	0	6
becquée	0,41	7
becs	3,65	4
becta	0,07	5
bectais	0,14	7
bectait	0,34	7
bectance	0,95	8
bectant	0,14	7
becte	0,34	5
bectent	0,14	7
becter	2,09	6
becterais	0,07	9
becteras	0,07	8
becté	1,01	5
bectées	0,07	7
bectés	0,07	6
bedaine	1,42	7
bedaines	0,2	8
bedeau	1,69	6
bedeaux	0,07	7
bedon	0,2	5
bedonnant	1,01	9
bedonnant	0,27	9
bedonnante	0,07	10
bedonnantes	0,2	11
bedonnants	0,2	10
bedonne	0,07	7
bedons	0,07	6
beefsteak	0,2	9
beefsteaks	0,14	10
beeper	0	6
beethovénien	0,07	12
beffroi	0,74	7
behavioriste	0	12
behavioriste	0	12
beige	6,82	5
beige	1,15	5
beigeasses	0,07	10
beiges	1,28	6
beiges	0,34	6
beigne	1,42	6
beignes	0,74	7
beignet	0,61	7
beignets	2,16	8
bel	37,09	3
bel canto	0,41	9
belette	0,68	7
belettes	0,2	8
belge	6,55	5
belge	2,36	5
belges	2,43	6
belges	2,7	6
belgicains	0,07	10
belgique	0,27	8
belladone	0,41	9
belladones	0,07	10
belle	223,65	5
belle	22,7	5
belle lurette	2,64	13
belle-doche	0,07	11
belle-famille	1,15	13
belle-fille	2,5	11
belle-maman	0,34	11
belle-mère	6,82	10
belle-soeur	5,47	11
belle-à-voir	0,27	12
bellement	0,54	9
belles	62,57	6
belles	4,73	6
belles-de-jour	0,07	14
belles-de-nuit	0,34	14
belles-familles	0,07	15
belles-filles	0,07	13
belles-lettres	0,41	14
belles-mères	0,14	12
belles-soeurs	0,54	13
bellevillois	0,07	12
bellevilloise	0,14	13
belliciste	0,07	10
belliciste	0	10
bellicistes	0,07	11
bellicistes	0,07	11
belligérance	0,34	12
belligérant	0,14	11
belligérant	0	11
belligérante	0,54	12
belligérante	0,07	12
belligérantes	0,14	13
belligérants	0,34	12
belligérants	0,81	12
belliqueuse	0,81	11
belliqueusement	0,07	15
belliqueuses	0,2	12
belliqueux	1,28	10
bellissime	0,07	10
bellot	0	6
belluaire	0,14	9
bellâtre	1,01	8
belon	0,54	5
belons	0,47	6
belote	3,99	6
beloter	0,14	7
belotes	0,2	7
beloteurs	0,2	9
belotte	0,07	7
beluga	0	6
beluga	0,07	6
belvédère	0,54	9
belvédères	0,2	10
ben	5,54	3
ben	24,19	3
benedictus	0,07	10
bengalais	0	9
bengalais	0	9
bengali	0	7
bengali	0,41	7
bengalis	0	8
bengalis	0,2	8
benjamin	0,47	8
benjamine	0,27	9
benjamins	0,07	9
benjoin	0,88	7
benne	1,76	5
bennes	1,35	6
benoît	0,07	6
benoîte	0,14	7
benoîte	0,07	7
benoîtement	0,81	11
benthique	0	9
benzidine	0	9
benzine	0,41	7
benzoate	0	8
benzodiazépine	0	14
benzonaphtol	0	12
benzylique	0	10
benzène	0	7
benzédrine	0,27	10
benêt	0,47	5
benêt	1,08	5
benêts	0,27	6
benêts	0,41	6
ber	0,07	3
berbère	0,81	7
berbère	0,2	7
berbères	0,41	8
berbères	0,2	8
bercail	1,96	7
berce	0,14	5
berce	1,96	5
berceau	12,43	7
berceaux	0,88	8
bercelonnette	0,07	13
bercement	0,68	9
bercements	0,07	10
bercent	0,54	7
bercer	3,92	6
bercera	0	7
bercerai	0	8
bercerait	0,07	9
bercerez	0,07	8
berces	0,07	6
berces	0	6
berceur	0,41	7
berceurs	0,07	8
berceuse	0,41	8
berceuse	1,22	8
berceuses	0,14	9
berceuses	0,34	9
bercez	0	6
bercèrent	0,07	9
bercé	3,78	5
bercée	1,89	6
bercés	0,88	6
berdouillette	0,2	13
berg	0	4
bergamasques	0,07	12
bergamote	0,07	9
berge	8,72	5
berger	11,15	6
bergerie	2,84	8
bergeries	0,61	9
bergeronnette	0,14	13
bergeronnettes	0,27	14
bergers	4,19	7
berges	7,77	6
bergère	6,76	7
bergères	2,7	8
berk	0,95	4
berle	0	5
berlin	0,07	6
berline	2,09	7
berlines	0,2	8
berlingot	0,41	9
berlingots	1,35	10
berlingue	0,34	9
berlinois	1,08	9
berlinois	0,34	9
berlinoise	0,54	10
berlinoises	0,07	11
berlinoises	0,14	11
berloque	0,14	8
berlue	1,08	6
berlues	0,27	7
berlurais	0,2	9
berlurait	0,14	9
berlure	0,68	7
berlurent	0,14	9
berlurer	0,34	8
berlures	0,41	8
berluré	0,14	7
berlurée	0,07	8
berme	0,14	5
bermes	0,14	6
bermuda	0,41	7
bermudas	0,2	8
bernache	0,14	8
bernaches	0,27	9
bernait	0,14	7
bernant	0	7
bernard-l'ermite	0,34	16
bernard-l'hermite	0,14	17
bernardines	0,54	11
berne	1,49	5
berne	0,2	5
berner	0,54	6
berneras	0	8
bernez	0	6
bernicle	0	8
bernicles	0,34	9
bernique	0,41	8
bernique	0,47	8
berniques	0,2	9
bernois	0,07	7
bernois	0,07	7
bernoise	0,07	8
bernoises	0,34	9
berné	1,15	5
bernée	0,27	6
bernées	0,07	7
bernés	0,27	6
berrichon	0,61	9
berrichonne	0,27	11
bersaglier	0	10
bersagliers	0,07	11
bertha	0,14	6
berthas	0,07	7
berthe	0,61	6
berzingue	1,49	9
berça	0,61	5
berçaient	0,61	9
berçais	0,47	7
berçait	2,16	7
berçant	1,01	7
besace	2,43	6
besaces	0,27	7
besaiguë	0,07	8
besant	0	6
besants	0,07	7
besef	0,07	5
besicles	0,27	8
besogna	0,34	7
besognaient	0,14	11
besognais	0	9
besognait	0,68	9
besognant	0,41	9
besogne	10,74	7
besogne	0,2	7
besognent	0,07	9
besogner	0,2	8
besogneras	0,07	10
besognes	4,86	8
besogneuse	0,34	10
besogneuses	0,2	11
besogneux	1,28	9
besogneux	0,47	9
besognèrent	0,2	11
besogné	0	7
besoin	251,76	6
besoins	14,86	7
besson	0	6
bessons	0,14	7
best	0,34	4
best of	0	7
best-seller	0,54	11
best-sellers	0,27	12
bestiaire	1,22	9
bestiaires	0,07	10
bestial	1,42	7
bestiale	0,68	8
bestialement	0	12
bestiales	0,47	9
bestialité	1,42	10
bestialités	0,07	11
bestiasse	0,14	9
bestiau	0,81	7
bestiaux	0,47	8
bestiaux	5,54	8
bestiole	3,04	8
bestioles	3,72	9
bette	0,2	5
betterave	1,35	9
betteraves	2,77	10
betteravier	0,07	11
bettes	0,2	6
betting	0	7
beu	0,95	3
beuark	0,07	6
beugla	1,08	6
beuglaient	0,14	10
beuglais	0,2	8
beuglait	0,95	8
beuglant	0,34	8
beuglant	0,88	8
beuglante	0,07	9
beuglantes	0,14	10
beuglants	0,34	9
beugle	0,95	6
beuglement	0,27	10
beuglements	0,88	11
beuglent	0,27	8
beugler	0,88	7
beuglions	0,07	9
beuglé	0,27	6
beuglée	0,07	7
beuh	0,88	4
beur	0,14	4
beur	0,54	4
beurk	0,54	5
beurra	0,34	6
beurrage	0,07	8
beurraient	0,07	10
beurrais	0,14	8
beurrait	0,54	8
beurrant	0,14	8
beurre	1,69	6
beurre	27,5	6
beurre	0,27	6
beurrer	0,61	7
beurres	0,47	7
beurres	0,07	7
beurrier	0,07	8
beurré	0,41	6
beurré	0,74	6
beurré	0,27	6
beurrée	0,07	7
beurrée	0,47	7
beurrée	0,14	7
beurrées	0,34	8
beurrées	1,15	8
beurrées	0,07	8
beurrés	0	7
beurrés	0,14	7
beurrés	0	7
beuverie	0,47	8
beuveries	1,08	9
bey	2,91	3
bezef	0,14	5
biafrais	0,14	8
biais	0,41	5
biais	16,69	5
biaisai	0,07	7
biaise	0,14	6
biaise	0,27	6
biaisements	0,07	11
biaiser	0,27	7
biaises	0,07	7
biaisé	0,07	6
biaisé	0	6
biaisée	0	7
biaisée	0	7
biathlon	0	8
bib	0	3
bibard	0,2	6
bibelot	0,81	7
bibelots	6,62	8
bibendum	0,2	8
biberon	3,85	7
biberonnait	0,2	11
biberonne	0,2	9
biberonner	0,41	10
biberonneurs	0,07	12
biberonné	0,14	9
biberons	1,82	8
bibi	0,54	4
bibiche	3,04	7
bibine	3,85	6
bibines	0,14	7
bibis	0,61	5
bibite	0,27	6
bible	17,16	5
bibles	0,68	6
bibliobus	0,07	9
bibliographe	0,07	12
bibliographie	0,68	13
bibliographies	0,14	14
bibliographique	0	15
bibliographiques	0,14	16
bibliophile	0,27	11
bibliophiles	0,41	12
bibliophilie	0,14	12
bibliophilique	0,07	14
bibliothèque	36,82	12
bibliothèques	3,92	13
bibliothécaire	2,3	14
bibliothécaires	0,2	15
biblique	3,04	8
bibliquement	0,07	12
bibliques	1,15	9
bic	0,41	3
bicamérale	0	10
bicarbonate	0,27	11
bicarbonates	0,07	12
bicause	0,68	7
bicentenaire	0,07	12
bicentenaire	0,07	12
biceps	3,72	6
bichais	0,2	7
bichait	0,47	7
bichant	0,07	7
biche	7,3	5
biche	0,74	5
bicher	0,34	6
biches	6,62	6
biches	0	6
bichette	0,07	8
bichez	0	6
bichon	0,68	6
bichonnait	0,2	10
bichonnant	0,07	10
bichonne	0,27	8
bichonner	0,41	9
bichonnerai	0	11
bichonnez	0	9
bichonné	0,34	8
bichonnée	0,14	9
biché	0,07	5
biclou	0,07	6
biclous	0,07	7
bicolore	0,47	8
bicolores	0,2	9
biconvexes	0	10
bicoque	3,11	7
bicoques	0,74	8
bicorne	0,14	7
bicorne	2,16	7
bicornes	0	8
bicornes	0,47	8
bicot	3,72	5
bicots	0,74	6
biculturelle	0	12
bicuspide	0	9
bicycle	0	7
bicycles	0	8
bicyclette	23,51	10
bicyclettes	5	11
bicycliste	0,07	10
bicéphale	0,47	9
bicéphales	0,07	10
bicéphalie	0,2	10
bidasse	0,34	7
bidasses	0,47	8
bide	8,38	4
bides	0,2	5
bidet	2,97	5
bidets	0,47	6
bidimensionnel	0,07	14
bidoche	3,31	7
bidoches	0,47	8
bidon	3,72	5
bidon	9,66	5
bidonnage	0,14	9
bidonnaient	0,07	11
bidonnais	0	9
bidonnait	0,14	9
bidonnant	0,14	9
bidonnant	0,41	9
bidonnante	0	10
bidonne	0,61	7
bidonnent	0,27	9
bidonner	0,34	8
bidonnera	0	9
bidonnez	0	8
bidonné	0	7
bidonnée	0	8
bidonnées	0	9
bidonnés	0,07	8
bidons	6,62	6
bidonville	0,81	10
bidonvilles	0,74	11
bidouilla	0,07	9
bidouillage	0	11
bidouille	0	9
bidouiller	0	10
bidouillerai	0	12
bidouillé	0	9
bidouillée	0,07	10
bidouillés	0	10
bidule	1,22	6
bidules	0,81	7
bief	0,54	4
biefs	0,07	5
bielle	0,2	6
bielles	1,01	7
bien	36,55	4
bien	2535,14	4
bien	56,89	4
bien-aimé	2,57	9
bien-aimé	1,89	9
bien-aimée	1,08	10
bien-aimée	2,43	10
bien-aimées	0,2	11
bien-aimées	0,07	11
bien-aimés	0,54	10
bien-aimés	0,27	10
bien-disants	0,07	12
bien-fonds	0,07	10
bien-fondé	0,81	10
bien-manger	0,14	11
bien-pensant	1,28	12
bien-pensante	0,47	13
bien-pensants	0,41	13
bien-pensants	0,47	13
bien-portant	0,14	12
bien-portants	0,27	13
bien-être	8,78	9
bienfaisance	1,96	12
bienfaisant	1,08	11
bienfaisante	2,3	12
bienfaisantes	0,54	13
bienfaisants	0,14	12
bienfait	1,01	8
bienfaiteur	1,62	11
bienfaiteurs	0,81	12
bienfaitrice	1,01	12
bienfaitrices	0	13
bienfaits	3,24	9
bienheureuse	2,23	12
bienheureuse	0,34	12
bienheureusement	0,27	16
bienheureuses	0,14	13
bienheureux	2,84	11
bienheureux	2,09	11
biennale	0,14	8
biens	13,31	5
bienséance	2,09	10
bienséances	0,14	11
bienséant	0,47	9
bienséante	0,41	10
bienséantes	0,07	11
bienséants	0,14	10
bientôt	169,59	7
bienveillamment	0	15
bienveillance	7,23	13
bienveillances	0,07	14
bienveillant	2,97	12
bienveillante	3,24	13
bienveillantes	0,41	14
bienveillants	0,88	13
bienvenu	0,34	8
bienvenu	1,22	8
bienvenue	0	9
bienvenue	5,14	9
bienvenues	0,14	10
bienvenus	0,41	9
bienvenus	0,61	9
bif	0,14	3
biface	0,07	6
bifaces	0,07	7
biffa	0,41	5
biffaient	0,07	9
biffais	0,07	7
biffant	0,07	7
biffe	0,54	5
biffe	0,47	5
biffer	0,47	6
biffeton	0,88	8
biffetons	1,76	9
biffin	0,88	6
biffins	0,74	7
biffé	0,07	5
bifide	0,47	6
bifides	0,14	7
bifrons	0,2	7
bifteck	3,58	7
biftecks	1,55	8
bifton	1,08	6
biftons	1,76	7
biftèque	0,14	8
biftèques	0,34	9
bifurcation	0,41	11
bifurcations	0,14	12
bifurqua	0,14	8
bifurquait	0,2	10
bifurquant	0,2	10
bifurque	0,41	8
bifurquent	0,07	10
bifurquer	0,2	9
bifurqueront	0,07	12
bifurqué	0,61	8
bifurquée	0,14	9
big band	0	8
big bang	1,62	8
big-bang	0,41	8
bigaille	0,27	8
bigame	0	6
bigame	0	6
bigamie	0,47	7
bigarreau	0,07	9
bigarrer	0,07	8
bigarrure	0,61	9
bigarrures	0,14	10
bigarré	0,2	7
bigarré	0,34	7
bigarrée	0,47	8
bigarrée	0,88	8
